seconds,version,cpu
120.456,v1,2.666666666666667
120.63,v2,1.3333333333333335
121.034,v1,2.0
121.205,v2,1.3333333333333335
121.608,v1,2.666666666666667
121.777,v2,0.6666666666666667
122.186,v1,1.3333333333333335
122.349,v2,2.0
122.761,v1,3.3333333333333335
122.923,v2,2.0
123.346,v1,1.3333333333333335
123.496,v2,2.0
123.921,v1,1.3333333333333335
124.07,v2,2.0
124.495,v1,1.3333333333333335
124.643,v2,2.0
125.073,v1,2.0
125.217,v2,1.3333333333333335
125.65,v1,2.0
125.791,v2,1.3333333333333335
126.225,v1,0.6666666666666667
126.368,v2,1.3333333333333335
126.803,v1,0.6666666666666667
126.939,v2,1.3333333333333335
127.378,v1,1.3333333333333335
127.515,v2,1.3333333333333335
127.952,v1,2.0
128.089,v2,1.3333333333333335
128.53,v1,2.0
128.663,v2,2.0
129.105,v1,2.666666666666667
129.237,v2,1.3333333333333335
129.682,v1,0.6666666666666667
129.809,v2,1.3333333333333335
130.258,v1,3.3333333333333335
130.382,v2,2.0
130.832,v1,2.666666666666667
130.955,v2,1.3333333333333335
131.41,v1,1.3333333333333335
131.529,v2,1.3333333333333335
131.985,v1,1.3333333333333335
132.103,v2,1.3333333333333335
132.559,v1,1.3333333333333335
132.678,v2,0.6666666666666667
133.137,v1,1.3333333333333335
133.251,v2,1.3333333333333335
133.711,v1,1.3333333333333335
133.824,v2,2.0
134.29,v1,0.6666666666666667
134.398,v2,1.3333333333333335
134.865,v1,1.3333333333333335
134.969,v2,2.0
135.439,v1,2.0
135.544,v2,2.0
136.016,v1,2.0
136.116,v2,1.3333333333333335
136.591,v1,2.0
136.697,v2,2.0
137.164,v1,2.0
137.272,v2,1.3333333333333335
137.742,v1,1.3333333333333335
137.844,v2,1.3333333333333335
138.317,v1,2.0
138.42,v2,1.3333333333333335
138.899,v1,4.666666666666667
138.991,v2,1.3333333333333335
139.474,v1,6.000000000000001
139.566,v2,2.0
140.049,v1,7.333333333333333
140.142,v2,1.3333333333333335
140.628,v1,6.666666666666667
140.717,v2,1.3333333333333335
141.202,v1,8.0
141.292,v2,2.0
141.777,v1,6.0
141.869,v2,1.3333333333333335
142.356,v1,6.666666666666667
142.443,v2,0.6666666666666667
142.931,v1,9.333333333333334
143.018,v2,2.0
143.516,v1,8.0
143.593,v2,2.666666666666667
144.096,v1,6.666666666666667
144.169,v2,2.0
144.672,v1,6.666666666666667
144.743,v2,1.3333333333333335
145.249,v1,4.666666666666667
145.319,v2,2.0
145.823,v1,3.3333333333333335
145.892,v2,2.0
146.397,v1,6.000000000000001
146.469,v2,1.3333333333333335
146.975,v1,8.0
147.042,v2,3.3333333333333335
147.55,v1,8.0
147.619,v2,1.3333333333333335
148.124,v1,6.000000000000001
148.193,v2,2.0
148.702,v1,4.0
148.765,v2,1.3333333333333335
149.277,v1,9.333333333333334
149.341,v2,2.0
149.857,v1,8.0
149.913,v2,1.3333333333333335
150.434,v1,8.666666666666668
150.487,v2,1.3333333333333335
151.01,v1,6.666666666666667
151.063,v2,2.0
151.588,v1,6.666666666666667
151.636,v2,0.6666666666666667
152.163,v1,5.333333333333334
152.209,v2,1.3333333333333335
152.737,v1,8.666666666666668
152.786,v2,1.3333333333333335
153.315,v1,4.0
153.359,v2,1.3333333333333335
153.889,v1,5.333333333333334
153.933,v2,2.0
154.466,v1,6.0
154.506,v2,2.0
155.043,v1,4.0
155.079,v2,1.3333333333333335
155.628,v1,8.0
155.656,v2,2.0
156.206,v1,6.000000000000001
156.229,v2,2.0
156.781,v1,6.666666666666667
156.802,v2,2.0
157.354,v1,6.0
157.377,v2,1.3333333333333335
157.933,v1,8.0
157.954,v2,2.666666666666667
158.507,v1,4.666666666666667
158.531,v2,2.0
159.092,v1,8.666666666666668
159.105,v2,2.0
159.667,v1,10.666666666666668
159.677,v2,2.666666666666667
160.248,v1,7.333333333333333
160.252,v2,1.3333333333333335
160.825,v2,1.3333333333333335
160.826,v1,5.333333333333334
161.4,v2,0.6666666666666667
161.401,v1,7.333333333333333
161.974,v1,4.666666666666667
161.976,v2,1.3333333333333335
162.549,v2,2.0
162.552,v1,7.333333333333333
163.123,v2,1.3333333333333335
163.127,v1,6.666666666666667
163.699,v2,2.0
163.707,v1,9.333333333333334
164.271,v2,1.3333333333333335
164.283,v1,9.333333333333334
164.847,v2,0.6666666666666667
164.859,v1,8.666666666666668
165.42,v2,2.666666666666667
165.435,v1,4.0
165.992,v2,2.0
166.01,v1,10.0
166.567,v2,1.3333333333333335
166.586,v1,7.333333333333333
167.14,v2,2.666666666666667
167.163,v1,6.666666666666667
167.712,v2,1.3333333333333335
167.739,v1,7.333333333333333
168.288,v2,3.3333333333333335
168.313,v1,6.666666666666667
168.863,v2,2.0
168.89,v1,7.333333333333333
169.437,v2,1.3333333333333335
169.465,v1,7.333333333333333
170.011,v2,2.0
170.041,v1,6.666666666666667
170.583,v2,1.3333333333333335
170.615,v1,10.666666666666668
171.158,v2,2.0
171.199,v1,6.0
171.731,v2,1.3333333333333335
171.776,v1,6.0
172.303,v2,2.0
172.351,v1,4.666666666666666
172.879,v2,1.3333333333333335
172.926,v1,7.333333333333333
173.452,v2,2.0
173.505,v1,6.666666666666667
174.027,v2,2.0
174.079,v1,6.0
174.601,v2,2.0
174.658,v1,6.666666666666667
175.173,v2,1.3333333333333335
175.234,v1,4.666666666666667
175.747,v2,2.666666666666667
175.808,v1,6.666666666666667
176.319,v2,2.0
176.387,v1,6.666666666666667
176.892,v2,0.6666666666666667
176.962,v1,6.000000000000001
177.467,v2,1.3333333333333335
177.536,v1,6.666666666666667
178.039,v2,1.3333333333333335
178.114,v1,5.333333333333334
178.612,v2,2.0
178.689,v1,5.333333333333334
179.188,v2,2.666666666666667
179.272,v1,6.666666666666667
179.76,v2,1.3333333333333335
179.85,v1,6.666666666666667
180.335,v2,1.3333333333333335
180.426,v1,6.000000000000001
180.908,v2,2.666666666666667
181.005,v1,6.666666666666667
181.481,v2,2.0
181.582,v1,6.000000000000001
182.056,v2,2.666666666666667
182.157,v1,7.333333333333335
182.648,v2,2.0
182.735,v1,5.333333333333334
183.223,v2,1.3333333333333335
183.31,v1,8.0
183.798,v2,2.666666666666667
183.894,v1,9.333333333333334
184.373,v2,1.3333333333333335
184.473,v1,7.333333333333333
184.949,v2,0.6666666666666667
185.049,v1,6.0
185.525,v2,2.0
185.627,v1,4.666666666666667
186.099,v2,2.0
186.202,v1,8.0
186.677,v2,1.3333333333333335
186.776,v1,6.000000000000001
187.252,v2,1.3333333333333335
187.354,v1,8.0
187.827,v2,2.0
187.929,v1,8.0
188.404,v2,2.0
188.504,v1,7.333333333333333
188.977,v2,2.0
189.083,v1,11.333333333333334
189.556,v2,2.0
189.667,v1,9.333333333333334
190.131,v2,2.0
190.246,v1,6.666666666666667
190.707,v2,0.6666666666666667
190.821,v1,5.333333333333334
191.283,v2,2.0
191.395,v1,4.666666666666666
191.856,v2,2.0
191.974,v1,6.666666666666667
192.432,v2,0.6666666666666667
192.548,v1,9.333333333333332
193.008,v2,1.3333333333333335
193.122,v1,7.333333333333333
193.582,v2,0.6666666666666667
193.701,v1,6.0
194.159,v2,2.0
194.276,v1,5.333333333333334
194.735,v2,1.3333333333333335
194.854,v1,3.3333333333333335
195.309,v2,2.0
195.427,v1,5.333333333333334
195.885,v2,1.3333333333333335
196.001,v1,8.0
196.462,v2,1.3333333333333335
196.58,v1,6.000000000000001
197.039,v2,1.3333333333333335
197.157,v1,6.000000000000001
197.614,v2,1.3333333333333335
197.73,v1,5.333333333333334
198.19,v2,1.3333333333333335
198.308,v1,8.666666666666668
198.765,v2,0.6666666666666667
198.882,v1,6.666666666666667
199.341,v2,0.6666666666666667
199.462,v1,6.666666666666667
199.919,v2,2.0
200.035,v1,6.666666666666667
200.498,v2,2.0
200.61,v1,10.0
201.075,v2,2.0
201.188,v1,7.333333333333333
201.65,v2,2.0
201.763,v1,8.666666666666668
202.228,v2,1.3333333333333335
202.338,v1,7.333333333333333
202.804,v2,2.0
202.916,v1,8.666666666666668
203.379,v2,2.0
203.491,v1,6.000000000000001
203.954,v2,2.0
204.073,v1,8.0
204.531,v2,2.666666666666667
204.649,v1,6.666666666666667
205.108,v2,1.3333333333333335
205.226,v1,5.333333333333334
205.685,v2,1.3333333333333335
205.802,v1,4.666666666666667
206.261,v2,0.6666666666666667
206.375,v1,6.666666666666667
206.836,v2,0.6666666666666667
206.949,v1,8.0
207.411,v2,0.6666666666666667
207.526,v1,10.0
207.985,v2,1.3333333333333335
208.108,v1,8.0
208.562,v2,0.6666666666666667
208.681,v1,6.000000000000001
209.136,v2,1.3333333333333335
209.261,v1,8.0
209.709,v2,2.0
209.837,v1,8.666666666666668
210.285,v2,2.0
210.414,v1,7.333333333333333
210.86,v2,2.0
210.987,v1,8.666666666666668
211.436,v2,2.0
211.561,v1,4.0
212.012,v2,1.3333333333333335
212.14,v1,8.0
212.586,v2,2.0
212.714,v1,7.333333333333333
213.162,v2,2.0
213.289,v1,6.0
213.735,v2,0.6666666666666667
213.869,v1,7.333333333333333
214.31,v2,0.6666666666666667
214.443,v1,8.0
214.887,v2,0.6666666666666667
215.02,v1,4.0
215.462,v2,1.3333333333333335
215.594,v1,6.666666666666667
216.04,v2,1.3333333333333335
216.169,v1,8.666666666666668
216.616,v2,1.3333333333333335
216.747,v1,5.333333333333334
217.192,v2,2.0
217.322,v1,8.0
217.767,v2,1.3333333333333335
217.896,v1,7.333333333333333
218.342,v2,2.0
218.475,v1,5.333333333333334
218.916,v2,0.6666666666666667
219.051,v1,7.333333333333333
219.491,v2,1.3333333333333335
219.638,v1,8.666666666666668
220.066,v2,0.6666666666666667
220.212,v1,6.0
220.639,v2,1.3333333333333335
220.788,v1,4.0
221.217,v2,2.0
221.366,v1,8.0
221.79,v2,0.6666666666666667
221.939,v1,6.0
222.365,v2,2.0
222.513,v1,5.333333333333334
222.94,v2,2.0
223.091,v1,7.333333333333333
223.514,v2,1.3333333333333335
223.665,v1,8.0
224.089,v2,1.3333333333333335
224.244,v1,6.000000000000001
224.664,v2,1.3333333333333335
224.819,v1,4.666666666666667
225.238,v2,2.666666666666667
225.392,v1,3.3333333333333335
225.814,v2,1.3333333333333335
225.971,v1,7.333333333333333
226.388,v2,2.0
226.545,v1,8.0
226.963,v2,2.0
227.12,v1,8.0
227.536,v2,0.6666666666666667
227.699,v1,6.666666666666667
228.109,v2,1.3333333333333335
228.273,v1,10.0
228.684,v2,1.3333333333333335
228.85,v1,4.666666666666667
229.258,v2,2.0
229.424,v1,6.666666666666667
229.832,v2,2.0
229.997,v1,5.333333333333334
230.408,v2,0.6666666666666667
230.575,v1,8.666666666666668
230.981,v2,1.3333333333333335
231.149,v1,6.000000000000001
231.559,v2,1.3333333333333335
231.724,v1,8.0
232.135,v2,2.0
232.303,v1,6.000000000000001
232.709,v2,2.0
232.876,v1,9.333333333333334
233.284,v2,2.0
233.45,v1,6.000000000000001
233.858,v2,0.6666666666666667
234.029,v1,9.333333333333334
234.431,v2,1.3333333333333335
234.603,v1,6.666666666666667
235.005,v2,0.6666666666666667
235.183,v1,7.333333333333333
235.579,v2,1.3333333333333335
235.751,v1,6.000000000000001
236.152,v2,2.0
236.325,v1,7.333333333333333
236.731,v2,2.0
236.905,v1,6.666666666666667
237.305,v2,1.3333333333333335
237.479,v1,10.0
237.88,v2,1.3333333333333335
238.061,v1,6.666666666666667
238.453,v2,1.3333333333333335
238.641,v1,7.333333333333333
239.027,v2,1.3333333333333335
239.215,v1,6.666666666666667
239.602,v2,2.0
239.801,v1,6.666666666666667
240.176,v2,2.0
240.375,v1,6.000000000000001
240.75,v2,2.0
240.949,v1,7.333333333333333
241.326,v2,1.3333333333333335
241.527,v1,6.000000000000001
241.901,v2,1.3333333333333335
242.104,v1,4.666666666666667
242.477,v2,1.3333333333333335
242.678,v1,8.0
243.052,v2,2.0
243.256,v1,10.666666666666668
243.626,v2,2.0
243.83,v1,8.666666666666668
244.204,v2,3.3333333333333335
244.407,v1,9.333333333333334
244.778,v2,1.3333333333333335
244.984,v1,7.333333333333333
245.353,v2,0.6666666666666667
245.557,v1,6.0
245.931,v2,1.3333333333333335
246.135,v1,6.666666666666667
246.507,v2,2.0
246.709,v1,6.666666666666667
247.087,v2,3.3333333333333335
247.283,v1,4.666666666666666
247.662,v2,2.0
247.869,v1,7.333333333333333
248.239,v2,2.0
248.445,v1,8.0
248.815,v2,1.3333333333333335
249.02,v1,6.666666666666667
249.391,v2,1.3333333333333335
249.597,v1,11.333333333333334
249.965,v2,1.3333333333333335
250.181,v1,5.333333333333334
250.543,v2,1.3333333333333335
250.761,v1,6.0
251.117,v2,1.3333333333333335
251.336,v1,6.666666666666667
251.692,v2,1.3333333333333335
251.912,v1,8.0
252.271,v2,1.3333333333333335
252.493,v1,4.0
252.845,v2,2.666666666666667
253.07,v1,7.333333333333333
253.422,v2,0.6666666666666667
253.646,v1,8.666666666666668
253.993,v2,3.3333333333333335
254.224,v1,5.333333333333334
254.577,v2,31.57894736842105
254.8,v1,4.666666666666667
255.173,v2,48.10526315789474
255.379,v1,4.0
255.766,v2,48.10526315789474
255.955,v1,8.0
256.358,v2,47.78947368421053
256.532,v1,6.000000000000001
256.952,v2,47.368421052631575
257.112,v1,6.666666666666667
257.547,v2,48.842105263157904
257.688,v1,6.000000000000001
258.138,v2,47.89473684210526
258.265,v1,6.000000000000001
258.732,v2,47.78947368421053
258.845,v1,6.0
259.325,v2,45.05263157894737
259.421,v1,6.666666666666667
259.92,v2,23.684210526315788
260.003,v1,7.333333333333333
260.519,v2,44.10526315789474
260.58,v1,8.0
261.118,v2,48.10526315789474
261.156,v1,9.333333333333334
261.715,v2,48.73684210526316
261.737,v1,6.666666666666667
262.313,v1,7.333333333333333
262.316,v2,48.94736842105264
262.888,v1,6.666666666666667
262.906,v2,49.36842105263158
263.472,v1,6.666666666666667
263.513,v2,49.263157894736835
264.047,v1,7.333333333333333
264.104,v2,44.421052631578945
264.634,v1,6.666666666666667
264.693,v2,45.36842105263158
265.21,v1,4.666666666666667
265.284,v2,47.68421052631579
265.785,v1,6.666666666666667
265.87,v2,48.94736842105264
266.365,v1,6.666666666666667
266.463,v2,47.57894736842106
266.947,v1,6.0
267.053,v2,40.0
267.524,v1,6.666666666666667
267.644,v2,48.421052631578945
268.109,v1,6.000000000000001
268.244,v2,41.68421052631579
268.685,v1,10.0
268.842,v2,25.578947368421055
269.269,v1,6.000000000000001
269.437,v2,30.736842105263158
269.845,v1,7.333333333333333
270.037,v2,43.473684210526315
270.42,v1,10.0
270.637,v2,43.1578947368421
271.0,v1,5.333333333333334
271.232,v2,47.368421052631575
271.576,v1,4.666666666666667
271.823,v2,42.10526315789473
272.151,v1,5.333333333333334
272.412,v2,46.73684210526316
272.732,v1,8.666666666666668
273.001,v2,45.78947368421053
273.309,v1,8.666666666666668
273.596,v2,44.315789473684205
273.885,v1,6.0
274.185,v2,41.89473684210526
274.463,v1,8.0
274.778,v2,47.57894736842106
275.039,v1,4.0
275.369,v2,48.21052631578947
275.62,v1,2.666666666666667
275.961,v2,45.78947368421053
276.195,v1,6.666666666666667
276.554,v2,50.0
276.771,v1,4.666666666666666
277.151,v2,49.57894736842105
277.351,v1,6.666666666666667
277.745,v2,47.473684210526315
277.927,v1,6.0
278.339,v2,46.73684210526316
278.503,v1,6.000000000000001
278.939,v2,44.421052631578945
279.079,v1,12.0
279.527,v2,6.947368421052631
279.662,v1,8.0
280.113,v2,42.736842105263165
280.242,v1,8.0
280.702,v2,45.68421052631579
280.819,v1,6.0
281.295,v2,48.315789473684205
281.394,v1,6.000000000000001
281.888,v2,48.42105263157895
281.973,v1,5.333333333333334
282.487,v2,45.68421052631579
282.549,v1,5.333333333333334
283.082,v2,49.263157894736835
283.124,v1,8.666666666666668
283.68,v2,42.63157894736842
283.703,v1,5.333333333333334
284.279,v1,6.666666666666667
284.28,v2,43.57894736842105
284.86,v1,2.666666666666667
284.88,v2,44.421052631578945
285.441,v1,6.666666666666667
285.487,v2,50.21052631578947
286.017,v1,7.333333333333333
286.077,v2,49.263157894736835
286.595,v1,8.0
286.667,v2,46.421052631578945
287.17,v1,4.666666666666667
