seconds,Memory usage (GB)
28713.03099337748,29.790253398008645
28862.578029801323,29.802380829118192
29012.125066225162,29.790244293399155
29161.672102649005,29.83770751953125
29311.219139072848,29.869997456669807
29460.766175496687,29.861800944432616
29610.31321192053,29.876779734157026
29759.860248344372,29.89396611507982
29909.40728476821,29.91499293036759
30058.954321192054,29.924302469938993
30208.501357615896,29.94151250179857
30358.048394039735,29.96955164615065
30507.595430463578,29.999333343468606
30657.142466887417,30.0352297462523
30806.68950331126,30.312803293578327
30956.236539735102,30.636534526012838
31105.78357615894,37.58345993049443
31255.330612582784,60.81012690253556
31404.877649006627,79.56386113446206
31554.424685430466,82.1705923974514
31703.97172185431,84.42257807403803
31853.518758278147,86.95281483978033
32003.06579470199,93.69842269457877
32152.612831125833,96.71649571508169
32302.15986754967,99.14378229528666
32451.706903973514,101.38344243168831
32601.25394039735,105.61810271814466
32750.800976821192,111.17324203252792
32900.348013245035,113.4770468622446
33049.89504966887,115.67670394666493
33199.44208609271,118.16630971617997
33348.989122516556,123.82077321410179
33498.5361589404,127.49271606095135
33648.08319536424,129.87866088747978
33797.630231788076,132.20633840188384
33947.17726821192,134.73172922618687
34096.72430463576,82.01385152153671
34246.271341059604,76.43003794364631
34395.81837748345,76.39967310614884
34545.36541390729,85.23428746499121
34694.912450331125,105.66398976370692
34844.45948675497,127.36499643884599
34994.00652317881,148.43856147490442
35143.55355960265,154.97129369527102
35293.100596026496,149.12400741130114
35442.64763245033,154.1134291049093
35592.194668874174,154.13635211065412
35741.741705298016,154.1832070890814
35891.28874172186,154.35645764693618
36040.8357781457,156.04359135963023
36190.38281456954,164.6909045893699
36339.92985099338,165.80495966598392
36489.476887417215,165.73674260638654
36639.02392384106,165.70002135820687
36788.5709602649,165.7532640080899
36938.11799668874,165.77673100866377
37087.665033112586,165.90044194832444
37237.21206953642,165.7822349574417
37386.759105960264,165.76898793689907
37536.306142384106,165.8447452262044
37685.85317880795,165.78559707850218
37835.40021523179,165.80587674863636
37984.94725165563,165.74562006630003
38134.49428807947,165.83759694360197
38284.04132450331,165.75948659330606
38433.588360927155,165.69262608885765
38583.135397351,165.69514953531325
38732.68243377483,165.77568938955665
38882.229470198676,165.7574863731861
39031.77650662252,165.81782348453999
39181.32354304636,165.774409994483
39330.870579470204,165.84754588082433
39480.417615894046,165.8845066279173
39629.96465231788,165.9549570735544
39779.511688741724,165.86785512045026
39929.05872516557,165.83325459621847
40078.60576158941,165.82160094752908
40228.152798013245,165.72204569354653
40377.69983443709,165.78410715796053
40527.24687086092,165.7584578730166
40676.793907284766,165.84451980888844
40826.34094370861,165.8452809136361
40975.88798013245,165.81978564150631
41125.435016556294,165.85578887723386
41274.98205298013,169.45770751684904
41424.52908940397,172.48462331481278
41574.076125827814,176.37619303539395
41723.62316225166,176.43255162984133
41873.1701986755,176.39709441922605
42022.71723509934,176.39402821660042
42172.26427152318,176.39795522205532
42321.81130794702,176.39633941464126
42471.35834437086,176.3956151343882
42620.905380794706,176.39285878278315
42770.45241721855,176.38683883473277
42919.999453642384,176.38144083321095
43069.54649006623,176.3771410100162
43219.09352649007,173.7732588686049
43368.64056291391,176.41139124520123
43518.187599337754,183.1039431039244
43667.7346357616,193.73315567150712
43817.28167218543,203.35227102041245
43966.828708609275,220.10799672454596
44116.37574503311,234.2634991928935
44265.92278145695,248.0413951072842
44415.469817880796,192.31782999821007
44565.01685430464,170.00104507431388
44714.563890728474,191.29997960291803
44864.11092715232,222.52993520349264
45013.65796357616,
