seconds,Memory usage (GB)
0.0,
149.54703642384106,28.515784047544003
299.0940728476821,28.559363403357565
448.64110927152313,28.599041086621583
598.1881456953643,28.61127121001482
747.7351821192053,28.637886505573988
897.2822185430463,28.642239939421415
1046.8292549668874,28.673529968596995
1196.3762913907285,28.70943262707442
1345.9233278145696,28.735976308584213
1495.4703642384106,28.771586202085018
1645.0174006622517,28.861542866565287
1794.5644370860925,28.89884897880256
1944.1114735099338,28.88553314190358
2093.658509933775,28.88328323327005
2243.205546357616,28.902109934948385
2392.752582781457,28.890552520751953
2542.299619205298,28.9148585004732
2691.846655629139,28.88512090034783
2841.39369205298,28.895810140296817
2990.9407284768213,28.91094210278243
3140.4877649006626,28.924790292978287
3290.0348013245034,28.911949920468032
3439.5818377483447,28.913414001464844
3589.128874172185,28.91651128139347
3738.6759105960264,28.934871572069824
3888.2229470198677,28.950998281128705
4037.769983443709,28.990166295319796
4187.31701986755,28.993672179989517
4336.864056291391,28.994258117862046
4486.411092715232,29.003954925574362
4635.958129139073,29.02566060423851
4785.505165562914,29.01534993480891
4935.052201986756,29.021032969467342
5084.599238410596,29.058980408124626
5234.1462748344375,29.02530029322952
5383.693311258278,29.044754307717085
5533.240347682119,29.03232945781201
5682.78738410596,28.973752644844353
5832.334420529802,28.94273483287543
5981.881456953643,28.922048746608198
6131.428493377483,28.937331440858543
6280.975529801325,28.975882262922823
6430.522566225166,28.96180361416191
6580.069602649007,28.946148986928165
6729.616639072848,28.93795974738896
6879.163675496689,28.950876159593463
7028.71071192053,28.975178223103285
7178.25774834437,28.972880858927965
7327.804784768212,28.94640777632594
7477.351821192053,28.92787745129317
7626.8988576158945,28.93112147040665
7776.445894039735,28.931129658594728
7925.992930463577,28.940225423313677
8075.539966887418,28.94518864993006
8225.087003311259,28.954789377748966
8374.6340397351,28.959520823322237
8524.18107615894,28.957957051694393
8673.728112582781,28.945668996311724
8823.275149006624,28.94730239827186
8972.822185430465,28.941021982580423
9122.369221854304,28.94748886115849
9271.916258278146,28.937288207933307
9421.463294701987,28.97829828877002
9571.010331125828,28.95409225486219
9720.557367549669,28.937945811077952
9870.104403973512,28.91854654904455
10019.651440397352,28.922761077992618
10169.198476821191,28.930641734041274
10318.745513245032,28.93378026317805
10468.292549668875,28.936250254511833
10617.839586092716,28.927553354762495
10767.386622516557,28.935080820694566
10916.9336589404,28.95601542200893
11066.480695364238,29.003617502748966
11216.02773178808,29.034530232660472
11365.57476821192,28.99942136090249
11515.121804635763,29.021460368297994
11664.668841059603,29.018645172007382
11814.215877483444,29.018630879931152
11963.762913907285,29.019460754469037
12113.309950331126,29.029164631851017
12262.856986754967,29.02497344929725
12412.404023178808,29.032582906074822
12561.95105960265,29.050505777820945
12711.498096026491,29.04033253993839
12861.045132450332,29.058576304465532
13010.592168874173,29.089492136612535
13160.139205298014,29.036747639998794
13309.686241721854,29.037946980446577
13459.233278145695,29.02941721584648
13608.780314569538,29.015552826225758
13758.327350993379,29.046234130859375
13907.87438741722,29.055218811146915
14057.42142384106,29.05397603381425
14206.968460264903,29.05856208782643
14356.51549668874,29.059685211628675
14506.062533112581,29.059178619645536
14655.609569536424,29.057596588507295
14805.156605960265,29.08087249752134
14954.703642384105,29.086386973038316
15104.250678807948,29.04314849898219
15253.797715231789,29.045023650862277
15403.34475165563,29.057009582407773
15552.89178807947,29.048926188610494
15702.438824503313,29.07087588030845
15851.985860927154,29.083298390731215
16001.532897350995,29.08385126758367
16151.079933774836,29.07482650782913
16300.626970198675,29.082461496815085
16450.174006622517,29.10094563756138
16599.721043046356,29.13140874262899
16749.2680794702,29.110454762354493
16898.815115894038,29.1019621277228
17048.36215231788,29.1000156654045
17197.909188741723,29.133634770289063
17347.456225165563,29.126284484751523
17497.003261589405,29.09776173904538
17646.550298013248,29.099621277302504
17796.097334437087,29.0973185217008
17945.64437086093,29.100017700344324
18095.19140728477,29.08911046385765
18244.738443708608,29.127461649477482
18394.28548013245,29.121766204945743
18543.832516556293,29.114293263293803
18693.379552980132,29.117222137749195
18842.926589403975,29.123165333643556
18992.473625827814,29.121349233202636
19142.020662251656,29.113033650442958
19291.5676986755,29.121269124560058
19441.114735099338,29.1426115417853
19590.66177152318,29.145767466165125
19740.208807947023,29.1450981143862
19889.755844370862,29.144563980400562
20039.302880794705,29.138761495240033
20188.849917218544,29.178697306662798
20338.396953642383,29.14050954207778
20487.943990066226,29.14821268711239
20637.491026490065,29.169328410178423
20787.038062913907,29.17564249690622
20936.58509933775,29.17688746098429
21086.13213576159,29.16002080310136
21235.67917218543,29.163520507514477
21385.226208609274,29.170679778791964
21534.773245033113,29.164484405890107
21684.320281456956,29.152000579982996
21833.8673178808,29.169195505790412
21983.414354304638,29.190650075674057
22132.961390728477,29.20110183674842
22282.50842715232,29.201249389909208
22432.05546357616,29.227299550548196
22581.6025,29.222591501660645
22731.14953642384,29.182150116190314
22880.696572847683,29.17845169082284
23030.243609271525,29.2004846194759
23179.790645695364,29.19283665996045
23329.337682119207,29.200474802404642
23478.88471854305,29.247391865588725
23628.43175496689,29.315114745870233
23777.97879139073,29.354652049019933
23927.52582781457,29.399124399758875
24077.07286423841,29.475772120058537
24226.619900662252,29.46573079470545
24376.166937086095,29.485596262849867
24525.713973509934,29.508522033691406
24675.261009933776,29.527108154259622
24824.808046357615,29.586242065764964
24974.355082781458,29.61281890887767
25123.9021192053,29.635922444984317
25273.44915562914,29.66343368496746
25422.996192052982,29.669586995616555
25572.543228476825,29.67055486049503
25722.090264900664,29.652014567516744
25871.637301324503,29.66474731452763
26021.184337748346,29.69116119388491
26170.731374172185,29.710516357794404
26320.278410596027,29.72496805805713
26469.825447019866,29.74649164825678
26619.37248344371,29.7212365726009
26768.91951986755,29.760245971381664
26918.46655629139,29.76788838673383
27068.013592715233,29.75204940792173
27217.560629139076,29.732064336538315
27367.107665562915,29.78161443118006
27516.654701986758,29.764255829155445
27666.2017384106,29.752402623184025
27815.74877483444,29.743083445355296
27965.295811258282,29.764123891480267
28114.84284768212,29.781659902073443
28264.389884105964,29.78268564864993
28413.936920529806,29.779983927495778
28563.483956953645,29.813732605427504
