version,seconds,cpu,processes,mem_used_mb,memused_percent
v1,7015.394,3.22,49,3153.55,0.02
v1,7015.986,2.92,49,2958.14,0.02
v1,7016.576,2.62,48,2959.67,0.02
v1,7017.167,2.64,49,2960.47,0.02
v1,7017.757,3.12,49,3129.75,0.02
v1,7018.348,3.0,49,2964.73,0.02
v1,7018.938,3.14,49,3133.27,0.02
v1,7019.529,3.0,49,3131.67,0.02
v1,7020.12,3.06,49,3140.64,0.02
v1,7020.71,2.72,49,3137.24,0.02
v1,7021.3,3.52,49,2973.79,0.02
v1,7021.889,3.46,49,2970.98,0.02
v1,7022.48,3.06,49,2969.08,0.02
v1,7023.07,3.0,49,3141.85,0.02
v1,7023.66,2.74,49,3139.38,0.02
v1,7024.251,3.06,49,3139.16,0.02
v1,7024.841,3.28,49,3149.67,0.02
v1,7025.433,2.82,49,2803.54,0.02
v1,7026.023,2.68,49,2970.14,0.02
v1,7026.615,3.2,49,3140.32,0.02
v1,7027.205,2.86,49,2801.22,0.02
v1,7027.798,3.06,49,3143.34,0.02
v1,7028.389,2.72,49,2626.39,0.02
v1,7028.98,2.16,49,2452.38,0.02
v1,7029.569,2.84,49,3131.15,0.02
v1,7030.158,3.16,49,2969.49,0.02
v1,7030.748,3.16,49,2959.1,0.02
v1,7031.338,2.98,49,3130.29,0.02
v1,7031.928,3.12,49,3128.93,0.02
v1,7032.519,2.82,48,2791.0,0.02
v1,7033.109,3.24,49,3139.74,0.02
v1,7033.7,3.58,49,3136.86,0.02
v1,7034.289,2.68,49,2958.43,0.02
v1,7034.879,2.54,49,2964.89,0.02
v1,7035.469,3.02,49,3133.85,0.02
v1,7036.059,3.28,49,3131.37,0.02
v1,7036.649,2.62,49,2793.12,0.02
v1,7037.24,3.42,49,3131.91,0.02
v1,7037.83,2.82,49,3133.79,0.02
v1,7038.42,2.62,49,2798.56,0.02
v1,7039.012,2.3,49,2627.98,0.02
v1,7039.602,3.12,49,2960.16,0.02
v1,7040.194,2.74,49,3129.06,0.02
v1,7040.784,3.38,49,3143.7,0.02
v1,7041.375,3.22,49,3150.73,0.02
v1,7041.966,2.94,49,2973.88,0.02
v1,7042.556,3.3,46,2954.13,0.02
v1,7043.147,3.2,49,3132.98,0.02
v1,7043.738,3.44,46,2985.27,0.02
v1,7044.329,2.84,49,2790.99,0.02
v1,7044.921,3.02,49,2969.92,0.02
v1,7045.512,2.46,46,2784.31,0.02
v1,7046.101,2.86,49,3131.42,0.02
v1,7046.692,2.16,49,2788.9,0.02
v1,7047.281,2.46,49,3128.81,0.02
v1,7047.873,2.92,49,3132.12,0.02
v1,7048.463,2.88,49,3128.04,0.02
v1,7049.055,3.0,49,3131.84,0.02
v1,7049.646,2.92,49,3132.91,0.02
v1,7050.237,3.12,49,3141.89,0.02
v1,7050.827,3.02,49,3137.04,0.02
v1,7051.418,3.12,49,3148.59,0.02
v1,7052.009,2.7,49,2973.0,0.02
v1,7052.6,2.88,49,3136.19,0.02
v1,7053.191,3.14,49,3145.92,0.02
v1,7053.781,2.94,49,2970.87,0.02
v1,7054.372,2.68,49,2960.38,0.02
v1,7054.963,2.42,49,2620.85,0.02
v1,7055.554,3.12,49,2964.64,0.02
v1,7056.145,2.84,49,2794.92,0.02
v1,7056.736,2.74,49,2800.41,0.02
v1,7057.33,2.76,49,3136.25,0.02
v1,7057.921,2.98,49,3144.66,0.02
v1,7058.513,3.24,49,3140.0,0.02
v1,7059.103,2.84,46,2967.22,0.02
v1,7059.693,2.82,49,3135.48,0.02
v1,7060.283,2.76,49,3142.76,0.02
v1,7060.873,2.88,49,3139.76,0.02
v1,7061.464,2.38,47,2808.26,0.02
v1,7062.054,2.68,47,2964.66,0.02
v1,7062.645,2.52,46,2802.1,0.02
v1,7063.236,2.84,49,2966.47,0.02
v1,7063.827,3.4,49,3128.67,0.02
v1,7064.417,2.86,49,3134.75,0.02
v1,7065.008,2.42,49,3137.98,0.02
v1,7065.599,3.28,49,3144.24,0.02
v1,7066.189,2.9,49,2971.48,0.02
v1,7066.78,2.92,49,2794.86,0.02
v1,7067.37,3.14,49,2966.68,0.02
v1,7067.963,3.52,49,3139.04,0.02
v1,7068.554,3.14,49,3136.84,0.02
v1,7069.145,2.96,49,3139.75,0.02
v1,7069.737,3.9,49,3158.9,0.02
v1,7070.327,3.52,49,2974.55,0.02
v1,7070.917,3.24,49,3141.89,0.02
v1,7071.508,3.28,49,3138.5,0.02
v1,7072.099,3.12,49,2976.01,0.02
v1,7072.69,2.94,49,2796.49,0.02
v1,7073.281,2.46,49,2964.91,0.02
v1,7073.871,2.38,49,2620.96,0.02
v1,7074.461,2.86,49,2967.85,0.02
v1,7075.051,3.04,49,3135.96,0.02
v1,7075.642,3.14,49,2967.53,0.02
v1,7076.233,3.28,49,3148.2,0.02
v1,7076.824,2.92,49,3130.79,0.02
v1,7077.415,2.64,49,3135.77,0.02
v1,7078.0,2.42,49,2966.55,0.02
v1,7078.588,3.06,49,3137.95,0.02
v1,7079.177,3.0,49,2968.81,0.02
v1,7079.767,2.44,49,2800.66,0.02
v1,7080.38,2.96,49,3145.07,0.02
v1,7080.993,2.84,49,3132.54,0.02
v1,7081.607,2.84,46,2794.19,0.02
v1,7082.22,2.94,47,2968.82,0.02
v1,7082.834,3.08,49,3135.85,0.02
v1,7083.448,4.02,49,3146.22,0.02
v1,7084.061,3.94,49,2975.32,0.02
v1,7084.64,3.5,46,2972.96,0.02
v1,7085.221,3.16,49,3149.97,0.02
v1,7085.8,3.44,49,3172.03,0.02
v1,7086.379,4.54,49,3167.44,0.02
v1,7086.959,4.1,49,3175.37,0.02
v1,7087.538,3.52,49,3157.13,0.02
v1,7088.127,3.08,48,2987.94,0.02
v1,7088.716,3.16,49,3155.37,0.02
v1,7089.305,3.1,49,2983.41,0.02
v1,7089.893,3.18,49,3151.28,0.02
v1,7090.482,3.26,49,3161.47,0.02
v1,7091.072,3.84,49,3170.98,0.02
v1,7091.662,3.0,46,2987.66,0.02
v1,7092.25,3.0,49,2987.97,0.02
v1,7092.84,2.88,49,2993.85,0.02
v1,7093.432,2.86,49,3153.74,0.02
v1,7094.02,3.0,49,2991.53,0.02
v1,7094.609,3.0,49,2805.14,0.02
v1,7095.201,2.32,49,2799.82,0.02
v1,7095.78,2.9,49,3141.62,0.02
v1,7096.359,3.0,49,2970.12,0.02
v1,7096.937,2.48,49,2972.4,0.02
v1,7097.526,2.58,47,2970.47,0.02
v1,7098.116,2.88,49,2806.88,0.02
v1,7098.703,3.74,49,3131.19,0.02
v1,7099.293,2.9,49,3129.27,0.02
v1,7099.881,2.48,49,2954.65,0.02
v1,7100.47,2.8,49,3141.84,0.02
v1,7101.059,3.02,49,3156.94,0.02
v1,7101.648,2.98,49,3136.01,0.02
v1,7102.24,2.82,49,3141.69,0.02
v1,7102.828,2.62,49,2797.68,0.02
v1,7103.418,3.24,49,3146.38,0.02
v1,7104.007,2.68,46,2971.43,0.02
v1,7104.597,2.04,49,2795.77,0.02
v1,7105.186,3.56,49,3147.17,0.02
v1,7105.775,3.36,49,3134.78,0.02
v1,7106.365,2.4,49,2963.77,0.02
v1,7106.954,3.22,49,3149.36,0.02
v1,7107.544,2.94,49,3136.45,0.02
v1,7108.133,2.7,49,3140.01,0.02
v1,7108.723,2.58,49,2969.55,0.02
v1,7109.312,2.66,49,2801.87,0.02
v1,7109.9,3.26,49,3164.84,0.02
v1,7110.489,3.06,49,3156.46,0.02
v1,7111.079,3.38,49,3132.18,0.02
v1,7111.667,2.58,49,2962.34,0.02
v1,7112.256,2.66,49,3130.65,0.02
v1,7112.846,2.64,49,2794.43,0.02
v1,7113.435,2.88,49,2962.11,0.02
v1,7114.022,3.18,49,2972.93,0.02
v1,7114.614,2.62,49,3126.77,0.02
v1,7115.204,2.72,49,3130.65,0.02
v1,7115.794,2.72,49,2962.52,0.02
v1,7116.385,2.72,49,3132.78,0.02
v1,7116.974,2.98,49,2971.77,0.02
v1,7117.565,3.42,46,2975.21,0.02
v1,7118.153,3.04,46,2970.81,0.02
v1,7118.744,3.28,49,2797.94,0.02
v1,7119.333,3.38,49,3142.11,0.02
v1,7119.923,3.34,49,2979.6,0.02
v1,7120.511,3.58,49,3131.68,0.02
v1,7121.101,2.54,49,2799.52,0.02
v1,7121.689,2.98,49,3144.48,0.02
v1,7122.278,3.06,49,3150.34,0.02
v1,7122.866,3.4,49,3181.89,0.02
v1,7123.454,3.28,49,2984.68,0.02
v1,7124.043,2.72,49,3146.48,0.02
v1,7124.632,2.52,49,2973.07,0.02
v1,7125.22,2.34,49,3145.1,0.02
v1,7125.809,2.28,49,2807.78,0.02
v1,7126.398,2.32,49,2800.48,0.02
v1,7126.988,2.78,49,3136.4,0.02
v1,7127.578,2.72,49,3145.29,0.02
v1,7128.165,2.78,49,2970.57,0.02
v1,7128.757,2.42,49,2794.69,0.02
v1,7129.346,2.44,49,2963.92,0.02
v1,7129.935,3.06,49,3144.7,0.02
v1,7130.524,3.52,49,2806.83,0.02
v1,7131.115,3.64,49,3150.72,0.02
v1,7131.705,3.52,49,3137.84,0.02
v1,7132.294,2.38,49,2786.97,0.02
v1,7132.883,2.96,49,3132.71,0.02
v1,7133.473,2.82,49,3134.5,0.02
v1,7134.062,2.96,46,2795.68,0.02
v1,7134.651,2.74,49,2962.48,0.02
v1,7135.242,2.84,49,3134.14,0.02
v1,7135.832,2.92,49,3134.99,0.02
v1,7136.421,3.76,49,3140.35,0.02
v1,7137.011,2.76,49,3131.98,0.02
v1,7137.601,2.76,48,2794.59,0.02
v1,7138.191,3.06,49,3136.29,0.02
v1,7138.781,3.06,49,3137.76,0.02
v1,7139.371,2.76,49,2972.55,0.02
v1,7139.96,2.96,49,2971.88,0.02
v1,7140.549,3.1,46,2979.38,0.02
v1,7141.138,2.72,48,2628.61,0.02
v1,7141.726,3.84,49,3138.76,0.02
v1,7142.313,3.32,49,3134.12,0.02
v1,7142.903,3.54,49,2970.72,0.02
v1,7143.492,3.86,49,3138.96,0.02
v1,7144.084,2.94,49,2970.6,0.02
v1,7144.674,2.98,49,2975.17,0.02
v1,7145.263,2.78,49,2809.41,0.02
v1,7145.851,3.08,49,2968.03,0.02
v1,7146.44,2.92,49,3138.69,0.02
v1,7147.029,2.92,49,3149.22,0.02
v1,7147.618,2.5,49,2967.18,0.02
v1,7148.207,3.04,49,3140.55,0.02
v1,7148.796,2.94,49,3149.42,0.02
v1,7149.385,2.04,46,2631.93,0.02
v1,7149.974,3.04,49,2800.43,0.02
v1,7150.562,3.92,49,3154.07,0.02
v1,7151.152,3.92,49,3150.51,0.02
v1,7151.742,3.98,49,3151.37,0.02
v1,7152.331,3.96,49,2987.0,0.02
v1,7152.921,3.48,49,3150.65,0.02
v1,7153.511,2.72,49,2646.97,0.02
v1,7154.1,3.58,49,3141.42,0.02
v1,7154.689,2.38,49,2637.1,0.02
v1,7155.278,2.84,49,3134.35,0.02
v1,7155.869,2.78,49,3140.55,0.02
v1,7156.461,3.32,49,3145.07,0.02
v1,7157.05,3.02,49,3144.16,0.02
v1,7157.639,2.92,49,3147.44,0.02
v1,7158.229,2.6,49,2800.02,0.02
v1,7158.818,2.62,49,2969.92,0.02
v1,7159.407,2.92,49,2968.53,0.02
v1,7159.997,2.46,49,2812.73,0.02
v1,7160.586,3.1,49,3143.92,0.02
v1,7161.173,2.72,49,2802.32,0.02
v1,7161.762,3.28,49,2972.61,0.02
v1,7162.351,3.36,49,2994.56,0.02
v1,7162.941,3.36,49,3185.6,0.02
v1,7163.532,3.28,49,3159.22,0.02
v1,7164.121,2.32,47,2978.48,0.02
v1,7164.71,2.56,49,2964.32,0.02
v1,7165.298,2.76,49,2803.81,0.02
v1,7165.887,3.02,49,3141.89,0.02
v1,7166.478,3.26,49,3143.35,0.02
v1,7167.067,3.1,49,3141.35,0.02
v1,7167.657,3.08,49,2983.4,0.02
v1,7168.246,3.54,49,3001.33,0.02
v1,7168.828,3.26,49,2968.69,0.02
v1,7169.408,2.68,49,2966.98,0.02
v1,7169.985,2.56,49,2799.03,0.02
v1,7170.564,2.78,49,2959.67,0.02
v1,7171.141,2.98,49,2960.38,0.02
v1,7171.72,3.12,49,2969.6,0.02
v1,7172.297,2.94,49,3133.85,0.02
v1,7172.875,3.28,49,3150.14,0.02
v1,7173.454,2.44,49,3137.81,0.02
v1,7174.031,2.72,49,2967.3,0.02
v1,7174.607,2.58,49,2799.89,0.02
v1,7175.186,3.24,49,3142.91,0.02
v1,7175.765,2.9,49,2964.64,0.02
v1,7176.344,2.94,49,2972.6,0.02
v1,7176.92,2.78,49,2975.43,0.02
v1,7177.498,2.48,43,2797.29,0.02
v1,7178.079,2.72,49,3129.74,0.02
v1,7178.66,2.78,49,3135.43,0.02
v1,7179.238,2.54,49,3131.66,0.02
v1,7179.818,2.66,46,2964.15,0.02
v1,7180.398,3.06,49,3134.5,0.02
v1,7180.975,3.14,49,3139.27,0.02
v1,7181.554,3.34,49,3141.87,0.02
v1,7182.132,3.08,49,3154.15,0.02
v1,7182.71,3.46,49,3149.6,0.02
v1,7183.289,3.36,49,3144.31,0.02
v1,7183.865,3.08,49,3147.77,0.02
v1,7184.443,2.94,49,3153.09,0.02
v1,7185.02,2.58,49,2803.98,0.02
v1,7185.61,2.68,49,3142.57,0.02
v1,7186.2,2.68,49,2975.47,0.02
v1,7186.788,2.38,49,3146.66,0.02
v1,7187.377,2.68,49,3145.33,0.02
v1,7187.968,3.36,49,3141.84,0.02
v1,7188.559,3.38,49,2978.22,0.02
v1,7189.149,2.44,49,2627.81,0.02
v1,7189.739,3.62,49,3148.35,0.02
v1,7190.329,3.02,49,2981.56,0.02
v1,7190.919,2.66,46,2986.95,0.02
v1,7191.51,2.72,49,3146.93,0.02
v1,7192.102,2.9,49,3162.82,0.02
v1,7192.692,3.32,49,2992.53,0.02
v1,7193.282,2.88,49,3161.05,0.02
v1,7193.871,2.52,49,2788.14,0.02
v1,7194.46,2.54,49,3127.36,0.02
v1,7195.05,2.56,46,2958.88,0.02
v1,7195.641,2.76,49,3130.88,0.02
v1,7196.231,3.28,49,2971.54,0.02
v1,7196.82,2.9,49,2641.72,0.02
v1,7197.409,3.12,47,2655.74,0.02
v1,7197.998,3.1,49,2965.65,0.02
v1,7198.588,2.52,49,3121.9,0.02
v1,7199.177,2.66,49,3143.69,0.02
v1,7199.767,2.58,49,2973.49,0.02
v1,7200.357,3.48,49,3143.78,0.02
v1,7200.945,3.28,49,2976.0,0.02
v1,7201.535,4.2,46,2968.01,0.02
v1,7202.125,3.16,49,2968.88,0.02
v1,7202.714,3.16,49,3144.21,0.02
v1,7203.303,2.92,49,3144.25,0.02
v1,7203.893,2.66,49,2977.14,0.02
v1,7204.483,3.14,49,2974.85,0.02
v1,7205.073,2.9,49,3140.14,0.02
v1,7205.661,2.8,49,3139.25,0.02
v1,7206.252,2.52,49,3151.58,0.02
v1,7206.841,2.64,49,2972.17,0.02
v1,7207.429,3.44,49,2981.22,0.02
v1,7208.019,4.06,49,3138.51,0.02
v1,7208.608,2.2,49,2630.52,0.02
v1,7209.197,2.8,49,3125.1,0.02
v1,7209.789,3.08,49,2961.91,0.02
v1,7210.377,3.18,48,2970.8,0.02
v1,7210.969,2.82,49,3137.58,0.02
v1,7211.56,3.42,49,3148.76,0.02
v1,7212.152,3.24,49,2981.68,0.02
v1,7212.741,2.6,49,2971.98,0.02
v1,7213.329,2.94,49,2971.47,0.02
v1,7213.92,3.1,49,3142.47,0.02
v1,7214.512,2.7,49,2798.09,0.02
v1,7215.102,3.06,49,2964.87,0.02
v1,7215.692,2.56,49,2970.11,0.02
v1,7216.283,3.18,49,3146.27,0.02
v1,7216.876,3.26,49,3142.99,0.02
v1,7217.467,3.42,49,3144.63,0.02
v1,7218.057,3.28,49,2974.31,0.02
v1,7218.645,2.84,46,2970.59,0.02
v1,7219.236,2.86,49,2971.85,0.02
v1,7219.828,3.04,49,2801.95,0.02
v1,7220.42,2.4,49,2962.28,0.02
v1,7221.008,2.74,49,3139.41,0.02
v1,7221.595,2.68,49,3135.57,0.02
v1,7222.181,2.8,49,3146.21,0.02
v1,7222.767,2.52,49,2807.53,0.02
v1,7223.359,3.06,49,3135.82,0.02
v1,7223.946,2.96,49,3144.36,0.02
v1,7224.534,3.36,48,2984.0,0.02
v1,7225.123,3.54,49,2981.93,0.02
v1,7225.714,3.72,49,3155.03,0.02
v1,7226.306,3.52,49,3147.34,0.02
v1,7226.894,3.36,49,3149.31,0.02
v1,7227.484,3.08,49,3160.39,0.02
v1,7228.071,3.12,49,3156.28,0.02
v1,7228.653,3.7,49,3165.32,0.02
v1,7229.238,3.22,49,3164.82,0.02
v1,7229.83,3.0,49,3158.41,0.02
v1,7230.417,2.66,46,2984.91,0.02
v1,7231.008,2.56,49,2985.12,0.02
v1,7231.595,2.88,49,3155.98,0.02
v1,7232.185,2.42,49,3152.78,0.02
v1,7232.776,2.72,49,3153.75,0.02
v1,7233.364,2.88,49,2988.8,0.02
v1,7233.953,3.12,49,2811.04,0.02
v1,7234.544,3.0,49,3133.8,0.02
v1,7235.137,2.4,49,2791.12,0.02
v1,7235.728,3.0,49,3130.34,0.02
v1,7236.318,2.82,49,2790.36,0.02
v1,7236.905,2.8,49,3133.56,0.02
v1,7237.495,2.68,49,3128.71,0.02
v1,7238.081,2.42,49,3133.87,0.02
v1,7238.666,2.46,49,2791.81,0.02
v1,7239.257,2.78,49,2792.66,0.02
v1,7239.85,2.5,49,2957.04,0.02
v1,7240.438,2.78,49,3127.69,0.02
v1,7241.028,3.32,49,3166.17,0.02
v1,7241.617,3.04,49,2991.04,0.02
v1,7242.196,3.3,49,2961.71,0.02
v1,7242.776,3.32,49,3142.05,0.02
v1,7243.355,2.82,49,2973.25,0.02
v1,7243.935,2.48,49,2970.35,0.02
v1,7244.515,2.54,49,2800.89,0.02
v1,7245.096,2.96,49,3128.79,0.02
v1,7245.673,2.76,49,2972.87,0.02
v1,7246.25,2.64,49,3132.09,0.02
v1,7246.826,2.56,49,2791.82,0.02
v1,7247.403,2.86,49,3137.15,0.02
v1,7247.979,2.26,46,2799.17,0.02
v1,7248.56,2.96,49,3137.44,0.02
v1,7249.137,3.04,49,2967.67,0.02
v1,7249.712,3.14,49,3141.15,0.02
v1,7250.289,3.22,49,3141.52,0.02
v1,7250.866,3.0,49,2971.22,0.02
v1,7251.443,2.78,49,3149.8,0.02
v1,7252.009,2.62,49,3141.62,0.02
v1,7252.586,2.46,49,2973.27,0.02
v1,7253.161,2.86,49,2801.19,0.02
v1,7253.741,3.22,49,2965.49,0.02
v1,7254.318,3.1,49,2964.88,0.02
v1,7254.896,3.72,49,2959.58,0.02
v1,7255.475,3.44,47,2963.91,0.02
v1,7256.053,2.84,49,3128.54,0.02
v1,7256.632,2.8,49,2956.79,0.02
v1,7257.209,3.0,49,2953.31,0.02
v1,7257.787,2.78,49,3130.51,0.02
v1,7258.363,3.02,49,2786.1,0.02
v1,7258.943,2.74,47,2966.6,0.02
v1,7259.518,2.76,49,2951.43,0.02
v1,7260.096,3.12,49,2953.36,0.02
v1,7260.673,3.32,49,3127.91,0.02
v1,7261.25,2.72,46,2954.8,0.02
v1,7261.83,3.2,49,3132.32,0.02
v1,7262.405,2.82,46,2791.4,0.02
v1,7262.985,3.16,49,3130.04,0.02
v1,7263.563,2.74,49,3127.34,0.02
v1,7264.14,3.4,49,3143.11,0.02
v1,7264.724,3.12,49,3131.39,0.02
v1,7265.3,2.88,49,3142.33,0.02
v1,7265.879,2.82,46,2975.25,0.02
v1,7266.461,3.16,46,2976.1,0.02
v1,7267.039,3.56,49,3149.2,0.02
v1,7267.618,3.54,49,2989.23,0.02
v1,7268.208,3.18,49,3144.2,0.02
v1,7268.799,3.32,49,3141.16,0.02
v1,7269.388,3.3,49,3145.62,0.02
v1,7269.978,2.98,49,3150.56,0.02
v1,7270.568,3.24,49,3152.13,0.02
v1,7271.159,2.86,49,2817.61,0.02
v1,7271.774,3.38,49,3149.64,0.02
v1,7272.383,3.3,49,2969.09,0.02
v1,7272.992,3.3,49,3137.46,0.02
v1,7273.602,3.54,49,3142.94,0.02
v1,7274.218,2.76,49,2970.74,0.02
v1,7274.828,3.66,49,3149.71,0.02
v1,7275.438,3.66,49,2983.97,0.02
v1,7276.031,3.54,49,2977.04,0.02
v1,7276.629,3.38,49,3146.39,0.02
v1,7277.211,3.08,49,3147.91,0.02
v1,7277.803,3.68,49,2980.83,0.02
v1,7278.403,3.84,49,3152.95,0.02
v1,7279.004,3.32,49,3153.31,0.02
v1,7279.604,2.26,49,2471.28,0.02
v1,7280.203,3.38,49,3146.79,0.02
v1,7280.804,2.86,49,2982.3,0.02
v1,7281.404,3.02,49,3145.73,0.02
v1,7282.008,2.94,47,2977.15,0.02
v1,7282.609,3.18,49,3148.57,0.02
v1,7283.208,2.5,49,2807.23,0.02
v1,7283.809,3.52,49,2970.54,0.02
v1,7284.41,3.7,49,2979.12,0.02
v1,7285.01,3.6,49,3164.53,0.02
v1,7285.597,3.62,49,3153.31,0.02
v1,7286.181,3.42,49,3143.79,0.02
v1,7286.765,2.58,49,3145.81,0.02
v1,7287.35,2.98,49,3148.01,0.02
v1,7287.932,3.14,49,2979.46,0.02
v1,7288.517,3.02,49,2801.25,0.02
v1,7289.1,3.64,49,3143.78,0.02
v1,7289.684,4.04,49,3138.49,0.02
v1,7290.285,3.04,46,2972.23,0.02
v1,7290.885,3.64,49,3147.83,0.02
v1,7291.485,3.02,46,2627.13,0.02
v1,7292.073,3.34,49,3129.97,0.02
v1,7292.665,3.58,49,3128.31,0.02
v1,7293.259,4.02,49,3143.07,0.02
v1,7293.853,3.5,49,3128.65,0.02
v1,7294.448,3.3,49,3135.75,0.02
v1,7295.041,3.14,49,2970.31,0.02
v1,7295.633,2.84,49,2973.35,0.02
v1,7296.233,4.02,49,3149.78,0.02
v1,7296.834,3.36,49,3137.05,0.02
v1,7297.435,3.3,49,2967.28,0.02
v1,7298.035,3.12,49,2968.81,0.02
v1,7298.633,3.14,49,3136.7,0.02
v1,7299.233,3.52,49,3144.82,0.02
v1,7299.834,2.92,49,2976.94,0.02
v1,7300.433,3.16,49,2800.09,0.02
v1,7301.019,3.08,49,3140.13,0.02
v1,7301.602,3.14,49,2967.2,0.02
v1,7302.205,3.24,49,3151.88,0.02
v1,7302.805,3.82,49,2973.03,0.02
v1,7303.405,3.56,47,2975.87,0.02
v1,7304.004,3.48,49,3141.45,0.02
v1,7304.604,3.02,49,2972.2,0.02
v1,7305.204,3.92,49,2974.9,0.02
v1,7305.805,4.2,49,3148.87,0.02
v1,7306.406,3.42,49,2801.15,0.02
v1,7307.006,3.9,49,3139.03,0.02
v1,7307.58,3.94,49,3127.77,0.02
v1,7308.18,3.18,49,2963.99,0.02
v1,7308.781,3.74,49,3128.26,0.02
v1,7309.365,2.72,49,2959.11,0.02
v1,7309.967,3.06,49,3132.62,0.02
v1,7310.565,3.18,49,2968.83,0.02
v1,7311.161,3.18,49,3139.83,0.02
v1,7311.761,3.76,49,2980.8,0.02
v1,7312.361,3.46,49,2968.1,0.02
v1,7312.961,3.6,49,2797.82,0.02
v1,7313.561,3.14,49,2789.75,0.02
v1,7314.16,2.9,49,2795.01,0.02
v1,7314.741,3.64,49,3126.73,0.02
v1,7315.324,3.24,49,2796.73,0.02
v1,7315.91,3.46,49,3127.55,0.02
v1,7316.497,2.6,49,2780.62,0.02
v1,7317.081,2.96,49,3123.99,0.02
v1,7317.665,2.8,49,3121.44,0.02
v1,7318.249,2.96,49,2788.62,0.02
v1,7318.833,3.06,49,3128.3,0.02
v1,7319.417,3.32,49,3124.4,0.02
v1,7320.001,3.36,49,2959.59,0.02
v1,7320.585,3.64,49,3135.02,0.02
v1,7321.185,3.54,49,3130.71,0.02
v1,7321.785,3.86,49,3131.92,0.02
v1,7322.373,3.08,49,2791.31,0.02
v1,7322.973,4.04,49,3138.56,0.02
v1,7323.573,3.2,49,3126.21,0.02
v1,7324.173,3.2,49,3130.84,0.02
v1,7324.774,3.18,49,2796.97,0.02
v1,7325.373,3.34,49,2954.16,0.02
v1,7325.957,2.4,46,2779.13,0.02
v1,7326.545,3.06,49,3127.03,0.02
v1,7327.131,3.6,49,2963.84,0.02
v1,7327.713,3.4,49,3126.68,0.02
v1,7328.296,3.1,48,2958.82,0.02
v1,7328.878,3.36,49,2955.12,0.02
v1,7329.461,3.44,49,3125.09,0.02
v1,7330.041,2.96,49,2960.5,0.02
v1,7330.625,3.14,49,3135.13,0.02
v1,7331.201,3.42,49,2789.66,0.02
v1,7331.8,3.98,49,3132.29,0.02
v1,7332.4,3.26,49,3148.95,0.02
v1,7332.997,3.64,49,3137.35,0.02
v1,7333.598,3.22,49,3146.38,0.02
v1,7334.197,2.72,49,2966.74,0.02
v1,7334.8,2.44,49,2970.87,0.02
v1,7335.397,2.78,49,3139.43,0.02
v1,7335.996,3.2,49,3143.54,0.02
v1,7336.593,2.6,49,2969.27,0.02
v1,7337.193,2.84,49,2967.24,0.02
v1,7337.792,2.7,47,2962.27,0.02
v1,7338.365,3.12,49,3135.62,0.02
v1,7338.949,2.92,49,2799.04,0.02
v1,7339.549,2.92,49,3131.54,0.02
v1,7340.149,2.7,49,2791.99,0.02
v1,7340.724,2.72,49,2961.9,0.02
v1,7341.325,2.68,49,3127.85,0.02
v1,7341.926,3.12,49,2968.44,0.02
v1,7342.525,2.72,49,2787.78,0.02
v1,7343.1,3.34,49,2958.43,0.02
v1,7343.681,3.06,49,2956.11,0.02
v1,7344.261,3.26,49,3123.08,0.02
v1,7344.853,3.36,49,2829.05,0.02
v1,7345.444,3.18,49,2955.21,0.02
v1,7346.044,3.14,49,2965.86,0.02
v1,7346.645,3.04,49,2954.13,0.02
v1,7347.233,3.44,49,3127.55,0.02
v1,7347.82,3.4,49,3128.17,0.02
v1,7348.42,3.4,49,2955.9,0.02
v1,7349.02,4.14,49,3123.02,0.02
v1,7349.606,3.06,49,2958.45,0.02
v1,7350.197,3.24,49,3122.41,0.02
v1,7350.781,2.34,46,2619.45,0.02
v1,7351.357,2.94,49,2962.2,0.02
v1,7351.941,2.98,47,2964.32,0.02
v1,7352.526,3.08,48,2950.66,0.02
v1,7353.113,3.74,49,3124.25,0.02
v1,7353.708,3.1,49,2787.4,0.02
v1,7354.293,3.26,49,3121.52,0.02
v1,7354.877,3.36,49,3115.16,0.02
v1,7355.461,3.44,49,3125.78,0.02
v1,7356.044,2.94,49,3125.58,0.02
v1,7356.618,2.64,49,3128.94,0.02
v1,7357.201,2.98,47,2964.73,0.02
v1,7357.786,2.92,49,2954.85,0.02
v1,7358.384,3.48,49,2964.05,0.02
v1,7358.981,3.2,49,3122.91,0.02
v1,7359.566,3.84,49,3129.08,0.02
v1,7360.149,3.44,49,3135.64,0.02
v1,7360.736,3.04,49,3132.68,0.02
v1,7361.336,4.08,49,3151.4,0.02
v1,7361.937,4.24,49,3155.61,0.02
v1,7362.521,3.26,49,2958.52,0.02
v1,7363.106,3.24,49,3136.28,0.02
v1,7363.711,2.7,49,2801.72,0.02
v1,7364.297,2.72,49,2963.28,0.02
v1,7364.888,3.48,49,3137.97,0.02
v1,7365.473,3.84,49,3145.76,0.02
v1,7366.082,3.0,49,2982.51,0.02
v1,7366.681,3.18,47,2972.42,0.02
v1,7367.255,3.38,49,3143.32,0.02
v1,7367.853,3.28,49,2965.63,0.02
v1,7368.451,3.18,49,3143.04,0.02
v1,7369.033,3.24,49,3138.01,0.02
v1,7369.633,2.64,49,2796.3,0.02
v1,7370.233,3.26,49,3139.47,0.02
v1,7370.829,2.98,49,2970.63,0.02
v1,7371.402,2.7,49,3136.7,0.02
v1,7371.982,3.74,49,3141.3,0.02
v1,7372.595,3.08,49,2799.14,0.02
