version,seconds,cpu,processes,mem_used_mb,memused_percent
v1,2637.076,2.84,49,3149.61,0.02
v1,2637.664,2.42,49,3152.7,0.02
v1,2638.251,2.52,49,2979.14,0.02
v1,2638.839,2.34,49,2622.16,0.02
v1,2639.428,2.14,49,2621.11,0.02
v1,2640.016,2.48,49,3143.36,0.02
v1,2640.605,2.64,49,2800.08,0.02
v1,2641.194,2.74,49,3155.96,0.02
v1,2641.782,2.86,49,3145.92,0.02
v1,2642.37,2.58,49,2981.24,0.02
v1,2642.958,2.4,49,2975.54,0.02
v1,2643.546,2.6,49,2971.17,0.02
v1,2644.133,2.9,46,2979.49,0.02
v1,2644.722,3.46,49,2982.24,0.02
v1,2645.311,2.84,49,3147.62,0.02
v1,2645.899,2.62,49,2983.23,0.02
v1,2646.488,2.64,49,3153.01,0.02
v1,2647.076,2.68,49,3156.87,0.02
v1,2647.665,3.44,49,3170.45,0.02
v1,2648.253,2.66,49,2809.1,0.02
v1,2648.842,2.58,49,3155.73,0.02
v1,2649.43,3.16,49,3167.6,0.02
v1,2650.019,2.86,49,2814.16,0.02
v1,2650.607,2.28,49,2984.41,0.02
v1,2651.196,3.28,49,3170.46,0.02
v1,2651.785,3.0,49,2991.28,0.02
v1,2652.373,3.04,49,2999.5,0.02
v1,2652.961,2.68,49,2984.37,0.02
v1,2653.549,2.66,49,3158.86,0.02
v1,2654.137,2.76,49,3158.02,0.02
v1,2654.724,2.42,49,2984.36,0.02
v1,2655.313,2.76,46,2988.02,0.02
v1,2655.902,2.42,49,2634.63,0.02
v1,2656.512,2.98,49,3152.93,0.02
v1,2657.103,3.16,49,3166.24,0.02
v1,2657.691,2.72,49,3158.43,0.02
v1,2658.281,2.78,49,2982.47,0.02
v1,2658.872,2.7,49,3161.52,0.02
v1,2659.463,2.1,47,2809.39,0.02
v1,2660.052,2.36,49,2978.13,0.02
v1,2660.644,3.32,49,3160.55,0.02
v1,2661.232,2.44,49,2803.41,0.02
v1,2661.822,2.56,49,2972.78,0.02
v1,2662.41,2.96,49,3154.19,0.02
v1,2662.999,2.98,49,3152.47,0.02
v1,2663.589,2.76,49,3155.79,0.02
v1,2664.177,3.26,49,3163.75,0.02
v1,2664.765,2.46,49,2814.43,0.02
v1,2665.353,2.66,49,2984.57,0.02
v1,2665.941,2.78,49,3156.59,0.02
v1,2666.531,2.96,49,2811.03,0.02
v1,2667.119,3.02,49,3150.6,0.02
v1,2667.709,2.58,49,2973.75,0.02
v1,2668.298,2.68,49,2977.88,0.02
v1,2668.892,2.84,49,2979.6,0.02
v1,2669.481,2.28,49,2975.58,0.02
v1,2670.068,2.7,49,3157.84,0.02
v1,2670.657,2.96,49,3152.74,0.02
v1,2671.245,2.46,49,2971.16,0.02
v1,2671.833,2.46,49,3141.94,0.02
v1,2672.421,2.48,49,3144.87,0.02
v1,2673.01,2.46,49,2977.76,0.02
v1,2673.6,2.96,46,2980.66,0.02
v1,2674.191,2.64,49,2803.79,0.02
v1,2674.78,3.2,49,3153.38,0.02
v1,2675.369,2.68,49,2988.74,0.02
v1,2675.957,2.96,49,3161.68,0.02
v1,2676.545,2.7,49,2985.76,0.02
v1,2677.132,2.64,49,2986.03,0.02
v1,2677.72,2.52,49,2986.01,0.02
v1,2678.308,2.34,46,2974.33,0.02
v1,2678.896,2.48,49,3152.24,0.02
v1,2679.486,2.7,49,3156.68,0.02
v1,2680.076,2.14,49,2803.95,0.02
v1,2680.664,2.48,49,2969.49,0.02
v1,2681.254,3.06,49,3143.84,0.02
v1,2681.844,2.28,49,2968.25,0.02
v1,2682.432,2.64,46,2799.48,0.02
v1,2683.022,2.66,49,3144.01,0.02
v1,2683.612,3.14,49,3181.04,0.02
v1,2684.202,3.36,49,3154.85,0.02
v1,2684.79,2.8,49,2981.38,0.02
v1,2685.38,2.62,49,2982.82,0.02
v1,2685.972,2.36,49,2808.28,0.02
v1,2686.559,2.92,49,3161.35,0.02
v1,2687.148,2.52,49,3165.0,0.02
v1,2687.736,2.76,49,3165.34,0.02
v1,2688.321,2.54,49,2988.65,0.02
v1,2688.911,2.54,49,2986.77,0.02
v1,2689.5,2.5,49,2638.71,0.02
v1,2690.087,2.7,49,2994.94,0.02
v1,2690.676,2.86,49,3148.65,0.02
v1,2691.265,2.76,49,2982.94,0.02
v1,2691.853,3.08,49,2985.75,0.02
v1,2692.442,2.26,49,2625.88,0.02
v1,2693.029,2.36,49,2981.35,0.02
v1,2693.617,2.82,49,2978.71,0.02
v1,2694.207,2.22,49,2630.16,0.02
v1,2694.795,3.12,49,3153.8,0.02
v1,2695.383,3.78,49,3148.4,0.02
v1,2695.972,3.02,49,2989.84,0.02
v1,2696.561,2.86,49,3147.3,0.02
v1,2697.15,3.1,46,2989.61,0.02
v1,2697.739,3.68,49,2986.94,0.02
v1,2698.33,3.48,49,2985.07,0.02
v1,2698.919,2.76,49,2809.88,0.02
v1,2699.506,3.04,49,3159.27,0.02
v1,2700.096,2.38,49,3158.76,0.02
v1,2700.684,2.64,49,3152.76,0.02
v1,2701.273,2.92,49,3166.44,0.02
v1,2701.862,3.72,49,3159.52,0.02
v1,2702.451,2.84,49,3163.13,0.02
v1,2703.04,3.26,49,2808.17,0.02
v1,2703.627,2.38,49,2630.21,0.02
v1,2704.216,2.76,49,2977.21,0.02
v1,2704.806,2.82,49,3147.15,0.02
v1,2705.396,2.54,49,2976.1,0.02
v1,2705.985,3.56,49,3156.91,0.02
v1,2706.575,3.12,49,3160.94,0.02
v1,2707.164,2.86,49,3159.37,0.02
v1,2707.751,2.6,49,2996.0,0.02
v1,2708.341,2.76,49,2989.6,0.02
v1,2708.928,2.92,49,2989.43,0.02
v1,2709.517,3.42,49,3152.0,0.02
v1,2710.104,2.54,49,3154.98,0.02
v1,2710.696,2.6,49,3157.68,0.02
v1,2711.283,2.62,49,3005.76,0.02
v1,2711.871,3.12,49,3156.8,0.02
v1,2712.459,2.5,49,3158.44,0.02
v1,2713.046,2.56,49,3152.45,0.02
v1,2713.633,2.2,47,2983.83,0.02
v1,2714.221,2.36,49,3153.88,0.02
v1,2714.802,2.74,49,3152.46,0.02
v1,2715.39,2.12,47,2630.52,0.02
v1,2715.979,2.38,49,2978.43,0.02
v1,2716.566,2.64,49,3162.6,0.02
v1,2717.153,2.28,49,2981.01,0.02
v1,2717.742,2.82,49,2985.25,0.02
v1,2718.33,2.7,49,2791.83,0.02
v1,2718.92,2.98,49,2979.54,0.02
v1,2719.508,3.14,49,3146.99,0.02
v1,2720.095,2.88,49,3151.9,0.02
v1,2720.683,2.24,46,2802.29,0.02
v1,2721.273,2.64,49,3143.18,0.02
v1,2721.86,2.64,49,3151.86,0.02
v1,2722.449,2.44,49,2978.3,0.02
v1,2723.039,3.02,49,3154.55,0.02
v1,2723.627,2.64,49,3153.98,0.02
v1,2724.215,2.7,49,3006.19,0.02
v1,2724.804,2.58,47,2807.94,0.02
v1,2725.391,2.04,49,2972.27,0.02
v1,2725.979,2.54,49,3155.01,0.02
v1,2726.569,2.76,49,3159.68,0.02
v1,2727.157,2.38,49,3147.72,0.02
v1,2727.747,2.26,49,2475.19,0.02
v1,2728.335,2.76,49,3145.45,0.02
v1,2728.923,2.84,49,2792.34,0.02
v1,2729.512,2.86,49,3140.7,0.02
v1,2730.1,3.2,49,3145.46,0.02
v1,2730.687,2.08,46,2444.76,0.02
v1,2731.274,2.86,49,2793.66,0.02
v1,2731.861,3.18,49,3171.89,0.02
v1,2732.45,2.88,49,3152.0,0.02
v1,2733.038,2.72,49,2975.08,0.02
v1,2733.626,2.84,49,3148.56,0.02
v1,2734.215,2.58,46,2795.7,0.02
v1,2734.803,2.86,49,3149.58,0.02
v1,2735.391,2.74,49,3152.45,0.02
v1,2735.98,3.24,49,3150.69,0.02
v1,2736.568,2.64,44,2629.52,0.02
v1,2737.157,3.38,49,3160.79,0.02
v1,2737.746,3.52,49,3154.05,0.02
v1,2738.336,2.82,49,2981.29,0.02
v1,2738.926,2.96,49,2987.03,0.02
v1,2739.515,3.82,49,3169.98,0.02
v1,2740.105,3.46,49,3157.82,0.02
v1,2740.694,2.92,49,3151.21,0.02
v1,2741.283,3.04,49,3159.23,0.02
v1,2741.87,2.5,49,2990.66,0.02
v1,2742.46,2.62,49,3162.33,0.02
v1,2743.049,2.64,49,2815.87,0.02
v1,2743.637,2.34,46,2799.36,0.02
v1,2744.226,2.82,49,3144.93,0.02
v1,2744.818,3.08,49,3151.47,0.02
v1,2745.407,2.44,47,2808.12,0.02
v1,2745.993,2.18,46,2800.98,0.02
v1,2746.582,2.68,46,2976.33,0.02
v1,2747.169,2.96,49,3151.86,0.02
v1,2747.757,3.02,49,3004.41,0.02
v1,2748.345,2.74,49,3147.5,0.02
v1,2748.934,2.86,49,3161.58,0.02
v1,2749.524,2.36,49,2800.78,0.02
v1,2750.114,2.58,47,2792.67,0.02
v1,2750.701,2.66,49,3127.07,0.02
v1,2751.29,2.8,49,3137.96,0.02
v1,2751.88,2.66,49,3145.52,0.02
v1,2752.468,2.78,49,3151.12,0.02
v1,2753.057,2.48,49,3151.18,0.02
v1,2753.644,2.58,49,2975.81,0.02
v1,2754.232,3.06,49,3156.77,0.02
v1,2754.82,3.22,49,3163.34,0.02
v1,2755.409,3.04,49,3160.17,0.02
v1,2755.999,2.98,49,2811.39,0.02
v1,2756.588,2.8,49,3156.63,0.02
v1,2757.177,2.68,49,2971.95,0.02
v1,2757.765,2.68,49,2979.43,0.02
v1,2758.356,3.24,49,3146.16,0.02
v1,2758.944,2.42,49,2972.59,0.02
v1,2759.532,2.78,49,2976.78,0.02
v1,2760.119,2.8,49,3147.66,0.02
v1,2760.708,3.28,49,3183.7,0.02
v1,2761.297,3.0,49,3185.33,0.02
v1,2761.886,3.22,49,3008.57,0.02
v1,2762.476,2.98,49,3186.35,0.02
v1,2763.062,2.84,49,3019.16,0.02
v1,2763.65,2.98,49,3182.33,0.02
v1,2764.238,2.58,49,2987.71,0.02
v1,2764.825,2.98,49,3169.64,0.02
v1,2765.414,2.48,49,2989.81,0.02
v1,2766.003,2.56,49,3158.72,0.02
v1,2766.593,2.7,49,3154.22,0.02
v1,2767.182,2.34,46,2631.43,0.02
v1,2767.769,2.5,49,2968.39,0.02
v1,2768.357,3.22,49,2981.27,0.02
v1,2768.948,3.36,49,2985.66,0.02
v1,2769.536,2.88,49,3144.38,0.02
v1,2770.124,2.06,49,2804.81,0.02
v1,2770.712,2.52,49,2972.59,0.02
v1,2771.301,2.6,49,2983.52,0.02
v1,2771.888,2.78,49,2964.14,0.02
v1,2772.476,2.66,49,3144.24,0.02
v1,2773.065,2.06,49,2620.98,0.02
v1,2773.651,2.18,46,2794.09,0.02
v1,2774.241,2.7,49,3143.51,0.02
v1,2774.831,2.32,49,2975.87,0.02
v1,2775.42,2.56,49,2796.68,0.02
v1,2776.008,2.78,47,2967.62,0.02
v1,2776.598,2.48,49,3144.47,0.02
v1,2777.187,2.36,49,2973.59,0.02
v1,2777.777,3.16,49,2977.42,0.02
v1,2778.364,3.48,49,3162.18,0.02
v1,2778.953,3.78,49,3146.6,0.02
v1,2779.541,3.28,49,3150.92,0.02
v1,2780.13,3.28,49,2980.89,0.02
v1,2780.718,3.12,49,3159.9,0.02
v1,2781.309,3.3,49,3158.21,0.02
v1,2781.895,3.04,49,3162.91,0.02
v1,2782.485,2.6,49,2814.0,0.02
v1,2783.072,2.32,49,3153.77,0.02
v1,2783.665,2.74,49,3156.63,0.02
v1,2784.253,2.58,49,3156.8,0.02
v1,2784.842,2.86,49,3165.32,0.02
v1,2785.43,2.84,49,3160.28,0.02
v1,2786.016,2.86,49,3160.89,0.02
v1,2786.606,2.66,49,2985.44,0.02
v1,2787.195,2.44,47,2983.83,0.02
v1,2787.784,3.06,49,2808.76,0.02
v1,2788.373,3.6,49,3159.15,0.02
v1,2788.961,2.32,47,2801.05,0.02
v1,2789.548,3.0,49,3167.16,0.02
v1,2790.139,2.48,49,2969.3,0.02
v1,2790.727,2.54,49,2793.78,0.02
v1,2791.313,2.56,49,3140.21,0.02
v1,2791.902,3.02,49,3153.96,0.02
v1,2792.491,3.02,49,3001.4,0.02
v1,2793.079,3.36,49,3152.13,0.02
v1,2793.666,2.96,46,2799.98,0.02
v1,2794.255,3.32,49,3154.05,0.02
v1,2794.842,2.78,49,2980.34,0.02
v1,2795.431,2.92,49,2970.22,0.02
v1,2796.019,2.64,49,3163.66,0.02
v1,2796.608,2.9,49,3151.39,0.02
v1,2797.195,2.44,49,2985.2,0.02
v1,2797.783,2.46,49,3160.72,0.02
v1,2798.371,2.7,49,2988.48,0.02
v1,2798.959,2.54,49,3157.8,0.02
v1,2799.546,2.28,46,2817.44,0.02
v1,2800.133,2.44,49,2988.67,0.02
v1,2800.721,3.1,49,3160.67,0.02
v1,2801.308,2.4,49,2988.07,0.02
v1,2801.896,2.3,49,2986.77,0.02
v1,2802.483,2.56,49,2991.51,0.02
v1,2803.069,2.42,49,2984.21,0.02
v1,2803.656,2.58,49,3179.82,0.02
v1,2804.243,2.68,49,3163.96,0.02
v1,2804.83,2.8,49,2985.32,0.02
v1,2805.421,2.48,49,3154.2,0.02
v1,2806.009,2.5,49,3158.28,0.02
v1,2806.596,2.26,49,2824.39,0.02
v1,2807.183,2.5,49,2979.24,0.02
v1,2807.771,2.24,49,2981.95,0.02
v1,2808.357,2.6,49,2797.69,0.02
v1,2808.944,2.52,49,2793.32,0.02
v1,2809.531,2.92,49,2970.04,0.02
v1,2810.122,3.2,49,3149.81,0.02
v1,2810.711,3.12,49,3151.76,0.02
v1,2811.298,3.32,49,3151.04,0.02
v1,2811.886,3.56,49,3163.31,0.02
v1,2812.474,2.92,49,2639.95,0.02
v1,2813.062,3.36,49,2984.92,0.02
v1,2813.651,3.24,49,3146.59,0.02
v1,2814.239,3.88,49,3153.53,0.02
v1,2814.827,3.7,49,3160.35,0.02
v1,2815.415,3.1,49,2991.63,0.02
v1,2816.004,3.44,49,3157.87,0.02
v1,2816.593,3.52,49,3175.92,0.02
v1,2817.18,2.56,49,3160.38,0.02
v1,2817.767,2.68,49,3168.0,0.02
v1,2818.355,2.36,49,2991.23,0.02
v1,2818.943,2.8,49,2814.08,0.02
v1,2819.53,3.02,49,3017.96,0.02
v1,2820.116,3.82,49,3167.6,0.02
v1,2820.704,3.56,49,3172.56,0.02
v1,2821.293,3.16,49,3162.44,0.02
v1,2821.88,2.28,49,2980.93,0.02
v1,2822.468,2.64,49,2994.13,0.02
v1,2823.057,2.52,49,2983.92,0.02
v1,2823.645,2.96,49,3160.34,0.02
v1,2824.233,3.1,49,3159.49,0.02
v1,2824.821,2.76,49,3161.2,0.02
v1,2825.409,2.62,46,2997.18,0.02
v1,2825.998,1.96,47,2623.92,0.02
v1,2826.585,3.06,49,3153.05,0.02
v1,2827.175,2.94,49,2978.1,0.02
v1,2827.763,2.7,49,3151.43,0.02
v1,2828.351,3.02,49,3163.28,0.02
v1,2828.94,2.42,49,2976.31,0.02
v1,2829.528,2.54,49,2981.22,0.02
v1,2830.115,2.42,49,3150.25,0.02
v1,2830.704,2.8,49,2634.92,0.02
v1,2831.292,3.1,49,3160.35,0.02
v1,2831.883,2.62,49,3157.39,0.02
v1,2832.471,3.12,49,3163.46,0.02
v1,2833.06,3.62,49,3166.24,0.02
v1,2833.649,2.58,49,3160.33,0.02
v1,2834.237,3.28,49,3159.79,0.02
v1,2834.825,3.28,47,2993.58,0.02
v1,2835.416,2.74,49,3160.17,0.02
v1,2836.004,2.74,49,3176.08,0.02
v1,2836.592,2.88,49,3165.72,0.02
v1,2837.18,2.4,49,2817.9,0.02
v1,2837.768,2.8,49,3167.99,0.02
v1,2838.357,2.52,49,2991.13,0.02
v1,2838.945,2.54,49,2989.94,0.02
v1,2839.534,2.48,49,3162.17,0.02
v1,2840.123,2.68,49,2988.23,0.02
v1,2840.712,2.36,49,2994.8,0.02
v1,2841.299,2.18,46,2630.73,0.02
v1,2841.887,2.6,49,3158.93,0.02
v1,2842.475,3.12,49,3161.85,0.02
v1,2843.064,3.36,49,3185.96,0.02
v1,2843.651,2.66,49,2984.94,0.02
v1,2844.24,3.2,49,3166.72,0.02
v1,2844.827,2.8,49,2985.6,0.02
v1,2845.415,2.8,49,3159.35,0.02
v1,2846.002,2.94,49,3155.24,0.02
v1,2846.59,3.06,49,2987.29,0.02
v1,2847.18,3.12,49,2988.31,0.02
v1,2847.768,2.58,49,2990.96,0.02
v1,2848.357,3.36,49,3171.0,0.02
v1,2848.949,2.96,49,2805.7,0.02
v1,2849.536,3.9,49,3176.91,0.02
v1,2850.124,4.22,49,3164.79,0.02
v1,2850.712,3.04,49,2994.07,0.02
v1,2851.299,2.72,49,2986.46,0.02
v1,2851.888,2.74,46,2989.71,0.02
v1,2852.476,2.62,49,3166.41,0.02
v1,2853.065,2.78,49,2811.31,0.02
v1,2853.655,2.44,49,3169.18,0.02
v1,2854.243,3.04,49,2992.3,0.02
v1,2854.83,3.02,49,3177.1,0.02
v1,2855.417,3.1,49,3171.79,0.02
v1,2856.004,2.66,49,2992.28,0.02
v1,2856.592,2.56,47,2459.68,0.02
v1,2857.178,2.72,49,2791.06,0.02
v1,2857.766,2.72,49,3136.74,0.02
v1,2858.355,3.3,49,3143.7,0.02
v1,2858.942,2.92,49,3148.57,0.02
v1,2859.531,2.6,49,2981.49,0.02
v1,2860.119,2.8,49,3145.63,0.02
v1,2860.707,2.82,49,2981.92,0.02
v1,2861.296,3.66,49,3153.23,0.02
v1,2861.884,3.18,49,3144.89,0.02
v1,2862.472,2.72,49,2985.51,0.02
v1,2863.06,3.24,49,3152.9,0.02
v1,2863.648,2.62,49,2793.42,0.02
v1,2864.235,2.66,49,3135.78,0.02
v1,2864.824,2.48,49,2972.46,0.02
v1,2865.413,2.82,49,3140.76,0.02
v1,2866.001,3.12,49,3146.98,0.02
v1,2866.59,3.12,49,2979.82,0.02
v1,2867.177,2.92,49,2971.89,0.02
v1,2867.765,3.56,49,3159.03,0.02
v1,2868.353,2.94,49,3150.93,0.02
v1,2868.941,2.64,49,3144.83,0.02
v1,2869.53,3.04,49,2987.01,0.02
v1,2870.117,3.1,49,3160.6,0.02
v1,2870.706,2.4,49,2814.71,0.02
v1,2871.294,2.58,49,2985.51,0.02
v1,2871.882,2.8,49,3163.2,0.02
v1,2872.469,2.36,49,2982.58,0.02
v1,2873.056,2.4,49,3158.04,0.02
v1,2873.645,2.42,49,2980.93,0.02
v1,2874.233,2.7,49,3158.75,0.02
v1,2874.821,2.9,49,3156.69,0.02
v1,2875.411,2.42,49,2987.51,0.02
v1,2875.999,2.68,49,2811.37,0.02
v1,2876.586,2.84,49,2982.94,0.02
v1,2877.174,2.36,49,2977.66,0.02
v1,2877.762,3.02,49,2804.98,0.02
v1,2878.351,3.0,49,3147.69,0.02
v1,2878.94,3.08,49,3152.65,0.02
v1,2879.527,3.14,49,3145.82,0.02
v1,2880.118,2.24,49,2809.41,0.02
v1,2880.706,3.02,49,3156.7,0.02
v1,2881.294,2.82,49,3154.59,0.02
v1,2881.883,2.86,49,2982.52,0.02
v1,2882.471,2.72,49,2972.33,0.02
v1,2883.058,2.7,49,3157.58,0.02
v1,2883.646,2.38,49,2977.13,0.02
v1,2884.233,2.4,49,2981.48,0.02
v1,2884.822,2.54,49,2980.69,0.02
v1,2885.411,2.52,49,3158.9,0.02
v1,2885.999,2.56,47,2985.99,0.02
v1,2886.585,3.0,49,2993.08,0.02
v1,2887.173,3.04,49,2985.48,0.02
v1,2887.76,2.68,49,2798.57,0.02
v1,2888.348,2.76,49,2973.59,0.02
v1,2888.936,2.7,48,2973.34,0.02
v1,2889.524,3.02,49,3147.3,0.02
v1,2890.112,2.4,49,2621.51,0.02
v1,2890.701,2.64,46,2967.99,0.02
v1,2891.29,2.76,49,3143.21,0.02
v1,2891.878,2.42,49,3141.81,0.02
v1,2892.466,2.44,49,3149.55,0.02
v1,2893.053,2.62,49,3147.36,0.02
v1,2893.641,2.88,49,3148.12,0.02
v1,2894.229,3.04,49,3146.04,0.02
v1,2894.818,2.72,49,3152.81,0.02
v1,2895.406,2.44,49,2984.93,0.02
v1,2895.995,2.82,49,2979.25,0.02
v1,2896.584,2.76,49,2976.22,0.02
v1,2897.171,2.46,49,3143.69,0.02
v1,2897.76,2.74,49,3155.74,0.02
v1,2898.348,2.64,49,2450.95,0.02
v1,2898.934,2.86,49,3137.87,0.02
v1,2899.522,3.46,49,2797.51,0.02
v1,2900.109,2.76,49,3139.46,0.02
v1,2900.697,2.94,49,3145.97,0.02
v1,2901.283,2.64,49,2968.65,0.02
v1,2901.873,2.72,49,3144.72,0.02
v1,2902.46,2.54,49,3150.75,0.02
v1,2903.047,2.04,49,2801.1,0.02
v1,2903.633,2.58,49,2968.42,0.02
v1,2904.219,2.3,49,3144.94,0.02
v1,2904.806,2.38,49,2623.16,0.02
v1,2905.393,2.52,49,3140.32,0.02
v1,2905.98,2.72,49,3133.47,0.02
v1,2906.569,2.84,49,2966.14,0.02
v1,2907.156,3.08,49,2790.12,0.02
v1,2907.743,3.02,49,2966.84,0.02
v1,2908.331,2.34,49,2969.28,0.02
v1,2908.918,2.82,49,2967.77,0.02
v1,2909.506,2.44,49,2969.02,0.02
v1,2910.092,2.68,49,3146.42,0.02
v1,2910.679,2.92,49,3153.31,0.02
v1,2911.265,2.6,49,3146.31,0.02
v1,2911.852,2.22,49,2804.64,0.02
v1,2912.439,3.02,49,3133.05,0.02
v1,2913.026,2.68,49,2971.89,0.02
v1,2913.613,2.22,49,2788.87,0.02
v1,2914.199,3.06,49,3147.83,0.02
v1,2914.787,2.64,49,3144.6,0.02
v1,2915.374,2.24,49,2804.06,0.02
v1,2915.961,2.84,49,3148.39,0.02
v1,2916.549,2.82,49,3154.52,0.02
v1,2917.136,2.76,49,3147.78,0.02
v1,2917.722,2.46,49,3152.33,0.02
v1,2918.309,2.84,49,3013.46,0.02
v1,2918.897,3.0,47,2800.59,0.02
v1,2919.483,2.66,49,2974.4,0.02
v1,2920.071,3.02,49,3155.18,0.02
v1,2920.659,2.6,49,3151.83,0.02
v1,2921.245,2.54,49,2811.63,0.02
v1,2921.833,2.98,49,3019.58,0.02
v1,2922.421,2.84,49,3003.29,0.02
v1,2923.01,2.56,49,3007.38,0.02
v1,2923.603,2.86,49,3181.81,0.02
v1,2924.191,2.78,49,3187.84,0.02
v1,2924.777,3.46,49,2844.74,0.02
v1,2925.366,2.56,49,2986.92,0.02
v1,2925.954,2.98,49,3163.1,0.02
v1,2926.542,3.02,49,3171.14,0.02
v1,2927.131,3.24,49,3182.01,0.02
v1,2927.719,2.1,49,2477.4,0.02
v1,2928.306,2.86,49,2990.78,0.02
v1,2928.892,3.42,49,3171.61,0.02
v1,2929.48,3.18,49,2989.49,0.02
v1,2930.069,2.06,49,2637.17,0.02
v1,2930.657,2.56,49,3157.88,0.02
v1,2931.245,2.76,49,2982.09,0.02
v1,2931.833,2.9,49,3163.41,0.02
v1,2932.419,2.66,49,2986.02,0.02
v1,2933.007,2.36,46,2809.82,0.02
v1,2933.594,2.64,49,3151.98,0.02
v1,2934.182,2.88,48,2989.31,0.02
v1,2934.77,3.06,49,3149.91,0.02
v1,2935.359,2.42,49,2800.1,0.02
v1,2935.947,3.14,49,2978.3,0.02
v1,2936.534,2.42,47,2803.41,0.02
v1,2937.122,2.4,49,2972.75,0.02
v1,2937.71,2.26,49,2796.47,0.02
v1,2938.298,2.74,47,2797.17,0.02
v1,2938.887,2.8,49,3140.17,0.02
v1,2939.474,3.38,49,2981.0,0.02
v1,2940.062,3.52,49,2970.86,0.02
v1,2940.651,3.12,49,3146.99,0.02
v1,2941.235,3.38,49,3154.37,0.02
v1,2941.824,2.76,49,2978.89,0.02
v1,2942.41,3.14,49,3154.42,0.02
v1,2942.996,3.12,49,2984.98,0.02
v1,2943.584,3.24,49,3153.57,0.02
v1,2944.173,2.76,49,3154.66,0.02
v1,2944.76,2.66,49,2981.26,0.02
v1,2945.352,2.68,49,3158.64,0.02
v1,2945.94,2.96,49,3162.8,0.02
v1,2946.527,2.84,49,2984.36,0.02
v1,2947.115,3.18,49,3165.13,0.02
v1,2947.702,3.52,49,3158.43,0.02
v1,2948.289,2.96,48,2977.58,0.02
v1,2948.877,2.66,49,2987.05,0.02
v1,2949.464,2.9,49,3156.47,0.02
v1,2950.055,3.2,49,3166.35,0.02
v1,2950.643,2.26,49,3010.06,0.02
v1,2951.232,2.62,49,3008.01,0.02
v1,2951.822,2.86,49,2988.47,0.02
v1,2952.409,2.88,49,3152.67,0.02
v1,2952.997,2.56,49,2990.41,0.02
v1,2953.585,1.98,49,2451.89,0.02
v1,2954.173,2.36,49,2970.79,0.02
v1,2954.761,2.8,49,3153.2,0.02
v1,2955.348,2.88,49,2976.36,0.02
v1,2955.937,2.46,47,2809.09,0.02
v1,2956.525,2.24,49,3144.5,0.02
v1,2957.113,2.88,49,3156.82,0.02
v1,2957.701,2.66,47,2792.91,0.02
v1,2958.289,2.76,49,3138.29,0.02
v1,2958.877,2.6,49,2981.12,0.02
v1,2959.465,2.56,49,2978.0,0.02
v1,2960.053,3.22,49,3154.96,0.02
v1,2960.642,2.7,49,3152.81,0.02
v1,2961.231,2.92,49,3160.83,0.02
v1,2961.818,3.0,46,2623.11,0.02
v1,2962.408,2.64,46,2964.0,0.02
v1,2962.996,3.32,49,3154.79,0.02
v1,2963.584,3.46,46,2980.31,0.02
v1,2964.173,2.52,49,2798.85,0.02
v1,2964.762,3.16,49,3131.69,0.02
v1,2965.35,2.24,49,2792.21,0.02
v1,2965.937,2.92,49,2959.19,0.02
v1,2966.526,2.94,49,3141.98,0.02
v1,2967.116,2.86,49,2967.61,0.02
v1,2967.705,2.74,49,2975.63,0.02
v1,2968.293,3.0,49,3158.35,0.02
v1,2968.883,2.72,49,2973.0,0.02
v1,2969.472,2.88,49,3151.25,0.02
v1,2970.061,2.82,49,3149.72,0.02
v1,2970.649,2.48,49,2806.05,0.02
v1,2971.237,2.98,49,3148.85,0.02
v1,2971.829,2.38,49,2794.86,0.02
v1,2972.417,3.0,49,3157.18,0.02
v1,2973.006,2.36,49,2809.92,0.02
v1,2973.595,2.54,49,2971.29,0.02
v1,2974.184,2.68,49,2799.51,0.02
v1,2974.773,2.68,49,2968.22,0.02
v1,2975.361,2.66,49,3148.21,0.02
v1,2975.949,2.72,49,2977.54,0.02
v1,2976.538,2.76,49,2981.18,0.02
v1,2977.126,2.76,49,3152.83,0.02
v1,2977.715,2.84,49,3156.86,0.02
v1,2978.304,2.8,49,3144.94,0.02
v1,2978.893,2.7,49,3147.14,0.02
v1,2979.481,2.68,49,3154.13,0.02
v1,2980.07,2.36,49,2983.84,0.02
v1,2980.659,2.72,49,2805.72,0.02
v1,2981.248,2.98,49,3157.38,0.02
v1,2981.837,2.58,49,2981.67,0.02
v1,2982.425,2.9,49,2984.26,0.02
v1,2983.014,2.52,49,3148.86,0.02
v1,2983.602,2.66,49,3152.86,0.02
v1,2984.191,2.94,46,2820.39,0.02
v1,2984.78,3.0,49,2808.34,0.02
v1,2985.369,3.36,49,3146.46,0.02
v1,2985.957,3.1,49,3159.34,0.02
v1,2986.545,3.44,49,2999.4,0.02
v1,2987.134,3.14,49,2985.07,0.02
v1,2987.723,3.0,49,2980.7,0.02
v1,2988.312,2.58,49,3152.61,0.02
v1,2988.904,2.36,48,2983.47,0.02
v1,2989.492,2.58,49,3152.26,0.02
v1,2990.081,2.86,49,3159.19,0.02
v1,2990.67,3.2,49,3155.39,0.02
v1,2991.258,2.74,49,3164.56,0.02
v1,2991.847,2.58,46,2979.48,0.02
v1,2992.436,3.1,49,3153.3,0.02
v1,2993.025,3.44,49,3160.89,0.02
v1,2993.614,2.82,49,2634.72,0.02
